project_title,project_objectives,start_date,end_date,ndp_pillar,primary_sector,reporting_agency,funders,implementers,implementer_category,mtdf,project_value,project_url,year,amount_disbursed,recipient
JPLG - 11 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/3/13,12/3/17,Pillar 5: Economic Growth,Private Sector Development,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,UN Multi-Partner Trust Fund (MPTF),100618908,http://mptf.undp.org/factsheet/fund/JSO00,2016,370664,Puntland
JPLG - 11 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/3/13,12/3/17,Pillar 5: Economic Growth,Private Sector Development,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,UN Multi-Partner Trust Fund (MPTF),100618908,http://mptf.undp.org/factsheet/fund/JSO00,2016,370664,Somaliland
JPLG - 11 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/3/13,12/3/17,Pillar 5: Economic Growth,Private Sector Development,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,UN Multi-Partner Trust Fund (MPTF),100618908,http://mptf.undp.org/factsheet/fund/JSO00,2017,352279,Puntland
JPLG - 11 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/3/13,12/3/17,Pillar 5: Economic Growth,Private Sector Development,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,UN Multi-Partner Trust Fund (MPTF),100618908,http://mptf.undp.org/factsheet/fund/JSO00,2017,352279,Somaliland
"Strengthening resilience of refugees and IDPs through integration in the labour market, social security and access to water and sanitary supplies",,4/3/17,9/3/19,Pillar 5: Economic Growth,"Productive Sectors (Agriculture, Fisheries, Livestock)",Germany,German Federal Government,Save the Children,NGOs,Not funded through MDTF,2777778,NA,2017,694445,Unattributed
"Strengthening resilience of refugees and IDPs through integration in the labour market, social security and access to water and sanitary supplies",,4/3/17,9/3/19,Pillar 5: Economic Growth,"Productive Sectors (Agriculture, Fisheries, Livestock)",Germany,German Federal Government,Save the Children,NGOs,Not funded through MDTF,2777778,NA,2018,1388889,Unattributed
Finn Church Aid office support,"SOCO office PMER support for the country programme, no separate project funding, country office in Nairobi, project activities in Mogadishu, Baidoa and Somaliland",1/14/16,1/2/19,Other,Enabling services,Finland,Finland,Finn Church Aid,NGOs,Not funded through MDTF,NA,NA,2016,230093,FGS
Finn Church Aid office support,"SOCO office PMER support for the country programme, no separate project funding, country office in Nairobi, project activities in Mogadishu, Baidoa and Somaliland",1/14/16,1/2/19,Other,Enabling services,Finland,Finland,Finn Church Aid,NGOs,Not funded through MDTF,NA,NA,2016,230093,South West
Finn Church Aid office support,"SOCO office PMER support for the country programme, no separate project funding, country office in Nairobi, project activities in Mogadishu, Baidoa and Somaliland",1/14/16,1/2/19,Other,Enabling services,Finland,Finland,Finn Church Aid,NGOs,Not funded through MDTF,NA,NA,2016,230093,Somaliland
Finn Church Aid office support,"SOCO office PMER support for the country programme, no separate project funding, country office in Nairobi, project activities in Mogadishu, Baidoa and Somaliland",1/14/16,1/2/19,Other,Enabling services,Finland,Finland,Finn Church Aid,NGOs,Not funded through MDTF,NA,NA,2017,229630,FGS
Finn Church Aid office support,"SOCO office PMER support for the country programme, no separate project funding, country office in Nairobi, project activities in Mogadishu, Baidoa and Somaliland",1/14/16,1/2/19,Other,Enabling services,Finland,Finland,Finn Church Aid,NGOs,Not funded through MDTF,NA,NA,2017,229630,South West
Finn Church Aid office support,"SOCO office PMER support for the country programme, no separate project funding, country office in Nairobi, project activities in Mogadishu, Baidoa and Somaliland",1/14/16,1/2/19,Other,Enabling services,Finland,Finland,Finn Church Aid,NGOs,Not funded through MDTF,NA,NA,2017,229630,Somaliland
Strengthening the use of data for evidence-based planning and policy design in Somalia,To complete preparatory works for the SHDS,6/3/17,12/4/17,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",UNFPA,DFID,UNFPA,UN,Not funded through MDTF,NA,NA,2017,405070,FGS
Strengthening the use of data for evidence-based planning and policy design in Somalia,To complete preparatory works for the SHDS,6/3/17,12/4/17,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",UNFPA,DFID,UNFPA,UN,Not funded through MDTF,NA,NA,2017,135024,Puntland
Strengthening the use of data for evidence-based planning and policy design in Somalia,To complete preparatory works for the SHDS,6/3/17,12/4/17,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",UNFPA,DFID,UNFPA,UN,Not funded through MDTF,NA,NA,2017,135024,Somaliland
Ensuring livelihood of agro-pastoralists by enhancing value chains in the livestock sector,"Securing Livelihoods of Agro-Pastoralists through Setting Up and Strengthening of the Livelihood Sector Value Chains, promoting Infrastructure and generating Income",6/3/16,5/2/19,Pillar 5: Economic Growth,"Productive Sectors (Agriculture, Fisheries, Livestock)",Germany,German Federal Government,"Vétérinaires Sans
Frontières – Germany",NGOs,Not funded through MDTF,1666667,NA,2016,444445,Somaliland
Ensuring livelihood of agro-pastoralists by enhancing value chains in the livestock sector,"Securing Livelihoods of Agro-Pastoralists through Setting Up and Strengthening of the Livelihood Sector Value Chains, promoting Infrastructure and generating Income",6/3/16,5/2/19,Pillar 5: Economic Growth,"Productive Sectors (Agriculture, Fisheries, Livestock)",Germany,German Federal Government,"Vétérinaires Sans
Frontières – Germany",NGOs,Not funded through MDTF,1666667,NA,2017,666667,Somaliland
Village Level Resilience Progamme - 2,Food Security,5/3/15,12/3/18,Pillar 8: Resilience,Food Security,Denmark,Denmark,"Danish Refugee Council, Cooperazione Internazionale, World Vision Somalia",NGOs,Not funded through MDTF,3743105,NA,2016,436000,Unattributed
Village Level Resilience Progamme - 2,Food Security,5/3/15,12/3/18,Pillar 8: Resilience,Food Security,Denmark,Denmark,"Danish Refugee Council, Cooperazione Internazionale, World Vision Somalia",NGOs,Not funded through MDTF,3743105,NA,2017,663103,Unattributed
Village Level Resilience Progamme - 2,Food Security,5/3/15,12/3/18,Pillar 8: Resilience,Food Security,Denmark,Denmark,"Danish Refugee Council, Cooperazione Internazionale, World Vision Somalia",NGOs,Not funded through MDTF,3743105,NA,2018,1802807,Unattributed
To decrease the burden of Tuberculosis in Somalia - 24,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MERCY USA,NGOs,Not funded through MDTF,1664817,NA,2016,61590,Benadir
To decrease the burden of Tuberculosis in Somalia - 24,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MERCY USA,NGOs,Not funded through MDTF,1664817,NA,2016,378338,Somaliland
To decrease the burden of Tuberculosis in Somalia - 24,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MERCY USA,NGOs,Not funded through MDTF,1664817,NA,2017,92490,Benadir
To decrease the burden of Tuberculosis in Somalia - 24,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MERCY USA,NGOs,Not funded through MDTF,1664817,NA,2017,568148,Somaliland
Security and Justice Programme-3,Improve Accountability on Distribution and use of Weapons and Ammunition,7/14/17,4/2/20,Pillar 2: Security,Security,UK,DFID,Armament Policy Support,NGOs,Not funded through MDTF,3289474,http://devtracker.dfid.gov.uk/,2017,657895,FGS
NAO Support Programme Estimate,To support the NAO institution by building capacities,12/3/16,NA,"Pillar 4: Effective, Efficient Institutions",Civil Service Reform / Public Administration,EU,EU,TBD,Unclear / TBD,Not funded through MDTF,655556,NA,2017,655556,Unattributed
U.S. Department of State’s Bureau of Counterterrorism and Countering Violent Extremism (CT) - 2,Advise elements of the Federal Government of Somalia (FGS) and African Union Mission in Somalia (AMISOM) on procedures and processes to improve airport and aviation security at Mogadishu International Airport.,12/3/14,12/3/17,Pillar 3: Rule of Law,Rule of Law,USA,USA,RMI Somalia,Private Sector,Not funded through MDTF,1277852,NA,2016,638000,FGS
U.S. Department of State’s Bureau of Counterterrorism and Countering Violent Extremism (CT) - 2,Advise elements of the Federal Government of Somalia (FGS) and African Union Mission in Somalia (AMISOM) on procedures and processes to improve airport and aviation security at Mogadishu International Airport.,12/3/14,12/3/17,Pillar 3: Rule of Law,Rule of Law,USA,USA,RMI Somalia,Private Sector,Not funded through MDTF,1277852,NA,2017,638000,FGS
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2016,297426,Benadir
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2016,297426,Galmudug
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2016,297426,Hiirshabelle
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2016,297426,Jubaland
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2016,297426,Puntland
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2016,297426,South West
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2016,297426,Somaliland
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2017,90930,Benadir
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2017,90930,Galmudug
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2017,90930,Hiirshabelle
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2017,90930,Jubaland
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2017,90930,Puntland
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2017,90930,South West
Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/3/16,12/3/17,Pillar 1: Inclusive Politics,Inclusive Politics,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,Not funded through MDTF,8373901,http://www.so.undp.org/,2017,90930,Somaliland
Enhancing Integration of Displacement Affected Communities in Somalia (EIDACS),,3/3/17,12/3/20,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",EU,EU,CONCERN WORLDWIDE,NGOs,Not funded through MDTF,4444445,NA,2017,634921,South West
Enhancing Integration of Displacement Affected Communities in Somalia (EIDACS),,3/3/17,12/3/20,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",EU,EU,CONCERN WORLDWIDE,NGOs,Not funded through MDTF,4444445,NA,2018,1269842,South West
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2017,78337,FGS
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2017,78337,Benadir
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2017,78337,Galmudug
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2017,78337,Hiirshabelle
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2017,78337,Jubaland
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2017,78337,Puntland
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2017,78337,South West
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2017,78337,Somaliland
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2018,21620,FGS
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2018,21620,Benadir
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2018,21620,Galmudug
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2018,21620,Hiirshabelle
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2018,21620,Jubaland
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2018,21620,Puntland
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2018,21620,South West
"Strengthening the Participation of Somali Non-State Actors in Decision-Making on Peace, Security and Development – Phase 5",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,7/13/17,6/12/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,SAFERWORLD,NGOs,Not funded through MDTF,799648,NA,2018,21620,Somaliland
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2016,181981,FGS
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2016,45496,Galmudug
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2016,45496,Hiirshabelle
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2016,45496,Jubaland
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2016,90991,Puntland
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2016,45496,South West
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2017,244032,FGS
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2017,61008,Galmudug
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2017,61008,Hiirshabelle
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2017,61008,Jubaland
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2017,122016,Puntland
Capacity Building Support for Migration Management in Puntland and South Central Somalia,Enhance the technical capacity of migration-related agencies in the Somali Federal Government and Puntland regional authorities to better manage migration and migration related information,4/3/15,4/2/17,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,IOM,Netherlands,IOM,UN,Not funded through MDTF,1065029,NA,2017,61008,South West
"Lobby and Advocacy: Capacity Building civil society, position of women/youth in local government",Capacity building of civil sociey and promoting the position of women/youth in local government.,1/3/16,12/3/20,Pillar 1: Inclusive Politics,Inclusive Politics,Netherlands,Netherlands,CARE,NGOs,Not funded through MDTF,2422619,https://www.carenederland.org/,2016,605655,Unattributed
"Lobby and Advocacy: Capacity Building civil society, position of women/youth in local government",Capacity building of civil sociey and promoting the position of women/youth in local government.,1/3/16,12/3/20,Pillar 1: Inclusive Politics,Inclusive Politics,Netherlands,Netherlands,CARE,NGOs,Not funded through MDTF,2422619,https://www.carenederland.org/,2017,605655,Unattributed
"Lobby and Advocacy: Capacity Building civil society, position of women/youth in local government",Capacity building of civil sociey and promoting the position of women/youth in local government.,1/3/16,12/3/20,Pillar 1: Inclusive Politics,Inclusive Politics,Netherlands,Netherlands,CARE,NGOs,Not funded through MDTF,2422619,https://www.carenederland.org/,2018,605655,Unattributed
